task_name,url
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_10.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_11.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_12.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_13.tar.gz"
"Mix of toys and blocks","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_3_Blocks_and_Toys_980/Autonomous_RoboSet_Set_3_Blocks_and_Toys_980.tar.gz"
"Medium-Size Wooden Block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_4_Medium_Block_7/Autonomous_RoboSet_Set_4_Medium_Block_7.tar.gz"
"Pick up bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_5_Bottle_Cube_14/Autonomous_RoboSet_Set_5_Bottle_Cube_14.tar.gz"
"Push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_6_Planar_Push_120/Autonomous_RoboSet_Set_6_Planar_Push_120.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_0.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_1.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_2.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_3.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_4.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_8_Pick_Bottle_10/Autonomous_RoboSet_Set_8_Pick_Bottle_10.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_0.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_1.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_2.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_3.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_4.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_5.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_6.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_7.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_8.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_9.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_0.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_1.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_2.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_3.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_4.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_5.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_6.tar.gz"
"mix of building blocks, blocks, and plastic toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_1_Blocks_895/AutonomousRoboSet_Set_1_Blocks_895.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_0.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_1.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_2.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_3.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_4.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_5.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_6.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_7.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_8.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_9.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_10.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_11.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_12.tar.gz"
"soft toys","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_2_SoftToys_12585/Autonomous_RoboSet_Set_2_SoftToys_839_13.tar.gz"
"Mix of toys and blocks","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_3_Blocks_and_Toys_980/Autonomous_RoboSet_Set_3_Blocks_and_Toys_980.tar.gz"
"Medium-Size Wooden Block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_4_Medium_Block_7/Autonomous_RoboSet_Set_4_Medium_Block_7.tar.gz"
"Pick up bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_5_Bottle_Cube_14/Autonomous_RoboSet_Set_5_Bottle_Cube_14.tar.gz"
"Push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_6_Planar_Push_120/Autonomous_RoboSet_Set_6_Planar_Push_120.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_0.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_1.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_2.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_3.tar.gz"
"Pick up orange block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607/Autonomous_RoboSet_Set_7_Pick_Orange_Block_607_4.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_8_Pick_Bottle_10/Autonomous_RoboSet_Set_8_Pick_Bottle_10.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_0.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_1.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_2.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_3.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_4.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_5.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_6.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_7.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_8.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_5420/Autonomous_RoboSet_Set_9_Pick_Wooden_Block_542_9.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_0.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_1.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_2.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_3.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_4.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_5.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_6.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_7.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_8.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_9.tar.gz"
"Pick wooden block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_10_Pick_Block_Eval_1837/Autonomous_RoboSet_Set_10_Pick_Block_Eval_167_10.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_0.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_1.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_2.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_3.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_4.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_5.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_6.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_7.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_8.tar.gz"
"Pick bottle","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_2070/Autonomous_RoboSet_Set_11_Pick_Bottle_Eval_207_9.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_0.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_1.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_2.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_3.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_4.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_5.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_6.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_7.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_8.tar.gz"
"Pick block","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_12_Pick_Block_Eval_2000/Autonomous_RoboSet_Set_12_Pick_Block_Eval_200_9.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_0.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_1.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_2.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_3.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_4.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_5.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_6.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_7.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_8.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_9.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_10.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_11.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_12.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_13.tar.gz"
"Reorient bottle (D'Manus hand)","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_4170/Autonomous_RoboSet_Set_13_Bin_Reorient_Eval_278_14.tar.gz"
"Bin push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_14_Bin_Push_Eval_11300/Autonomous_RoboSet_Set_14_Bin_Push_Eval_565_0.tar.gz"
"Bin push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_14_Bin_Push_Eval_11300/Autonomous_RoboSet_Set_14_Bin_Push_Eval_565_1.tar.gz"
"Bin push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_14_Bin_Push_Eval_11300/Autonomous_RoboSet_Set_14_Bin_Push_Eval_565_2.tar.gz"
"Bin push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_14_Bin_Push_Eval_11300/Autonomous_RoboSet_Set_14_Bin_Push_Eval_565_3.tar.gz"
"Bin push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_14_Bin_Push_Eval_11300/Autonomous_RoboSet_Set_14_Bin_Push_Eval_565_4.tar.gz"
"Bin push plannar","https://dl.fbaipublicfiles.com/RoboSet/AutonomousSet/Autonomous_RoboSet_Set_14_Bin_Push_Eval_11300/Autonomous_RoboSet_Set_14_Bin_Push_Eval_565_5.tar.gz"
